No,;Time;;Time 1;Time 2;Delay ;;Delay 1;Delay 2;Jitter
1212;13,575451;;13,575451;13,575451;0;;-0,000568;0,000568;0,001136
1213;13,575451;;13,575451;13,576019;0,000568;;-0,00911;0,009678;0,018788
1214;13,576019;;13,576019;13,585697;0,009678;;0,009678;0;-0,009678
1215;13,585697;;13,585697;13,585697;0;;0;0;0
1216;13,585697;;13,585697;13,585697;0;;0;0;0
1217;13,585697;;13,585697;13,585697;0;;-0,000516;0,000516;0,001032
1218;13,585697;;13,585697;13,586213;0,000516;;-0,019795;0,020311;0,040106
1219;13,586213;;13,586213;13,606524;0,020311;;-0,011061;0,031372;0,042433
1220;13,606524;;13,606524;13,637896;0,031372;;0,031;0,000372;-0,030628
1221;13,637896;;13,637896;13,638268;0,000372;;-0,007361;0,007733;0,015094
1222;13,638268;;13,638268;13,646001;0,007733;;0,007733;0;-0,007733
1223;13,646001;;13,646001;13,646001;0;;-0,000438;0,000438;0,000876
1224;13,646001;;13,646001;13,646439;0,000438;;0,000309;0,000129;-0,00018
1225;13,646439;;13,646439;13,646568;0,000129;;-0,002415;0,002544;0,004959
1226;13,646568;;13,646568;13,649112;0,002544;;0,002544;0;-0,002544
1227;13,649112;;13,649112;13,649112;0;;0;0;0
1228;13,649112;;13,649112;13,649112;0;;0;0;0
1229;13,649112;;13,649112;13,649112;0;;0;0;0
1230;13,649112;;13,649112;13,649112;0;;0;0;0
1231;13,649112;;13,649112;13,649112;0;;0;0;0
1232;13,649112;;13,649112;13,649112;0;;0;0;0
1233;13,649112;;13,649112;13,649112;0;;0;0;0
1234;13,649112;;13,649112;13,649112;0;;0;0;0
1235;13,649112;;13,649112;13,649112;0;;0;0;0
1236;13,649112;;13,649112;13,649112;0;;0;0;0
1237;13,649112;;13,649112;13,649112;0;;-0,000406;0,000406;0,000812
1238;13,649112;;13,649112;13,649518;0,000406;;0,000191;0,000215;2,4E-05
1239;13,649518;;13,649518;13,649733;0,000215;;-0,00356;0,003775;0,007335
1240;13,649733;;13,649733;13,653508;0,003775;;0,003775;0;-0,003775
1241;13,653508;;13,653508;13,653508;0;;0;0;0
1242;13,653508;;13,653508;13,653508;0;;0;0;0
1243;13,653508;;13,653508;13,653508;0;;0;0;0
1244;13,653508;;13,653508;13,653508;0;;0;0;0
1245;13,653508;;13,653508;13,653508;0;;0;0;0
1246;13,653508;;13,653508;13,653508;0;;0;0;0
1247;13,653508;;13,653508;13,653508;0;;-0,000858;0,000858;0,001716
1248;13,653508;;13,653508;13,654366;0,000858;;0,000858;0;-0,000858
1249;13,654366;;13,654366;13,654366;0;;0;0;0
1250;13,654366;;13,654366;13,654366;0;;-0,000441;0,000441;0,000882
1251;13,654366;;13,654366;13,654807;0,000441;;-0,00216;0,002601;0,004761
1252;13,654807;;13,654807;13,657408;0,002601;;0,002601;0;-0,002601
1253;13,657408;;13,657408;13,657408;0;;0;0;0
1254;13,657408;;13,657408;13,657408;0;;-0,002246;0,002246;0,004492
1255;13,657408;;13,657408;13,659654;0,002246;;0,002246;0;-0,002246
1256;13,659654;;13,659654;13,659654;0;;0;0;0
1257;13,659654;;13,659654;13,659654;0;;-0,007529;0,007529;0,015058
1258;13,659654;;13,659654;13,667183;0,007529;;-0,00263;0,010159;0,012789
1259;13,667183;;13,667183;13,677342;0,010159;;0,010159;0;-0,010159
1260;13,677342;;13,677342;13,677342;0;;-0,000636;0,000636;0,001272
1261;13,677342;;13,677342;13,677978;0,000636;;-0,010506;0,011142;0,021648
1262;13,677978;;13,677978;13,689120;0,011142;;0,011142;0;-0,011142
1263;13,689120;;13,689120;13,689120;0;;0;0;0
1264;13,689120;;13,689120;13,689120;0;;0;0;0
1265;13,689120;;13,689120;13,689120;0;;-0,003352;0,003352;0,006704
1266;13,689120;;13,689120;13,692472;0,003352;;0,001098;0,002254;0,001156
1267;13,692472;;13,692472;13,694726;0,002254;;-0,00179;0,004044;0,005834
1268;13,694726;;13,694726;13,698770;0,004044;;-0,004383;0,008427;0,01281
1269;13,698770;;13,698770;13,707197;0,008427;;0,005247;0,00318;-0,002067
1270;13,707197;;13,707197;13,710377;0,00318;;0,00318;0;-0,00318
1271;13,710377;;13,710377;13,710377;0;;0;0;0
1272;13,710377;;13,710377;13,710377;0;;0;0;0
1273;13,710377;;13,710377;13,710377;0;;0;0;0
1274;13,710377;;13,710377;13,710377;0;;0;0;0
1275;13,710377;;13,710377;13,710377;0;;0;0;0
1276;13,710377;;13,710377;13,710377;0;;-0,004639;0,004639;0,009278
1277;13,710377;;13,710377;13,715016;0,004639;;-0,010876;0,015515;0,026391
1278;13,715016;;13,715016;13,730531;0,015515;;0,015515;0;-0,015515
1279;13,730531;;13,730531;13,730531;0;;0;0;0
1280;13,730531;;13,730531;13,730531;0;;0;0;0
1281;13,730531;;13,730531;13,730531;0;;0;0;0
1282;13,730531;;13,730531;13,730531;0;;0;0;0
1283;13,730531;;13,730531;13,730531;0;;0;0;0
1284;13,730531;;13,730531;13,730531;0;;0;0;0
1285;13,730531;;13,730531;13,730531;0;;-0,015105;0,015105;0,03021
1286;13,730531;;13,730531;13,745636;0,015105;;0,015105;0;-0,015105
1287;13,745636;;13,745636;13,745636;0;;0;0;0
1288;13,745636;;13,745636;13,745636;0;;-0,00025;0,00025;0,0005
1289;13,745636;;13,745636;13,745886;0,00025;;-0,002271;0,002521;0,004792
1290;13,745886;;13,745886;13,748407;0,002521;;-0,010406;0,012927;0,023333
1291;13,748407;;13,748407;13,761334;0,012927;;0,012599;0,000328;-0,012271
1292;13,761334;;13,761334;13,761662;0,000328;;-0,011547;0,011875;0,023422
1293;13,761662;;13,761662;13,773537;0,011875;;0,011875;0;-0,011875
1294;13,773537;;13,773537;13,773537;0;;0;0;0
1295;13,773537;;13,773537;13,773537;0;;0;0;0
1296;13,773537;;13,773537;13,773537;0;;0;0;0
1297;13,773537;;13,773537;13,773537;0;;0;0;0
1298;13,773537;;13,773537;13,773537;0;;-0,007968;0,007968;0,015936
1299;13,773537;;13,773537;13,781505;0,007968;;0,006085;0,001883;-0,004202
1300;13,781505;;13,781505;13,783388;0,001883;;0,001772;0,000111;-0,001661
1301;13,783388;;13,783388;13,783499;0,000111;;4,6E-05;6,5E-05;1,9E-05
1302;13,783499;;13,783499;13,783564;6,5E-05;;-0,061566;0,061631;0,123197
1303;13,783564;;13,783564;13,845195;0,061631;;0,057206;0,004425;-0,052781
1304;13,845195;;13,845195;13,849620;0,004425;;0,004425;0;-0,004425
1305;13,849620;;13,849620;13,849620;0;;-0,004123;0,004123;0,008246
1306;13,849620;;13,849620;13,853743;0,004123;;-0,029423;0,033546;0,062969
1307;13,853743;;13,853743;13,887289;0,033546;;-0,832141;0,865687;1,697828
1308;13,887289;;13,887289;14,752976;0,865687;;-0,145015;1,010702;1,155717
1309;14,752976;;14,752976;15,763678;1,010702;;0,017763;0,992939;0,975176
1310;15,763678;;15,763678;16,756617;0,992939;;0,13852;0,854419;0,715899
1311;16,756617;;16,756617;17,611036;0,854419;;0,833036;0,021383;-0,811653
1312;17,611036;;17,611036;17,632419;0,021383;;0,021092;0,000291;-0,020801
1313;17,632419;;17,632419;17,632710;0,000291;;0,00022;7,1E-05;-0,000149
1314;17,632710;;17,632710;17,632781;7,1E-05;;-0,045829;0,0459;0,091729
1315;17,632781;;17,632781;17,678681;0,0459;;0,0459;0;-0,0459
1316;17,678681;;17,678681;17,678681;0;;-5,9E-05;5,9E-05;0,000118
1317;17,678681;;17,678681;17,678740;5,9E-05;;-3E-05;8,9E-05;0,000119
1318;17,678740;;17,678740;17,678829;8,9E-05;;-0,005398;0,005487;0,010885
1319;17,678829;;17,678829;17,684316;0,005487;;0,005487;0;-0,005487
1320;17,684316;;17,684316;17,684316;0;;0;0;0
1321;17,684316;;17,684316;17,684316;0;;0;0;0
1322;17,684316;;17,684316;17,684316;0;;-0,019474;0,019474;0,038948
1323;17,684316;;17,684316;17,703790;0,019474;;0,005615;0,013859;0,008244
1324;17,703790;;17,703790;17,717649;0,013859;;0,013859;0;-0,013859
1325;17,717649;;17,717649;17,717649;0;;0;0;0
1326;17,717649;;17,717649;17,717649;0;;0;0;0
1327;17,717649;;17,717649;17,717649;0;;0;0;0
1328;17,717649;;17,717649;17,717649;0;;0;0;0
1329;17,717649;;17,717649;17,717649;0;;0;0;0
1330;17,717649;;17,717649;17,717649;0;;0;0;0
1331;17,717649;;17,717649;17,717649;0;;0;0;0
1332;17,717649;;17,717649;17,717649;0;;0;0;0
1333;17,717649;;17,717649;17,717649;0;;0;0;0
1334;17,717649;;17,717649;17,717649;0;;0;0;0
1335;17,717649;;17,717649;17,717649;0;;0;0;0
1336;17,717649;;17,717649;17,717649;0;;0;0;0
1337;17,717649;;17,717649;17,717649;0;;0;0;0
1338;17,717649;;17,717649;17,717649;0;;-0,001029;0,001029;0,002058
1339;17,717649;;17,717649;17,718678;0,001029;;0,000589;0,00044;-0,000149
1340;17,718678;;17,718678;17,719118;0,00044;;0,00044;0;-0,00044
1341;17,719118;;17,719118;17,719118;0;;0;0;0
1342;17,719118;;17,719118;17,719118;0;;-0,002341;0,002341;0,004682
1343;17,719118;;17,719118;17,721459;0,002341;;0,002341;0;-0,002341
1344;17,721459;;17,721459;17,721459;0;;0;0;0
1345;17,721459;;17,721459;17,721459;0;;-0,000463;0,000463;0,000926
1346;17,721459;;17,721459;17,721922;0,000463;;-0,005607;0,00607;0,011677
1347;17,721922;;17,721922;17,727992;0,00607;;0,00607;0;-0,00607
1348;17,727992;;17,727992;17,727992;0;;0;0;0
1349;17,727992;;17,727992;17,727992;0;;0;0;0
1350;17,727992;;17,727992;17,727992;0;;-0,007261;0,007261;0,014522
1351;17,727992;;17,727992;17,735253;0,007261;;-0,001286;0,008547;0,009833
1352;17,735253;;17,735253;17,743800;0,008547;;0,005879;0,002668;-0,003211
1353;17,743800;;17,743800;17,746468;0,002668;;0,002668;0;-0,002668
1354;17,746468;;17,746468;17,746468;0;;0;0;0
1355;17,746468;;17,746468;17,746468;0;;-0,004716;0,004716;0,009432
1356;17,746468;;17,746468;17,751184;0,004716;;0,004716;0;-0,004716
1357;17,751184;;17,751184;17,751184;0;;-0,00047;0,00047;0,00094
1358;17,751184;;17,751184;17,751654;0,00047;;-0,001895;0,002365;0,00426
1359;17,751654;;17,751654;17,754019;0,002365;;0,002365;0;-0,002365
1360;17,754019;;17,754019;17,754019;0;;-0,004189;0,004189;0,008378
1361;17,754019;;17,754019;17,758208;0,004189;;0,004189;0;-0,004189
1362;17,758208;;17,758208;17,758208;0;;-0,000495;0,000495;0,00099
1363;17,758208;;17,758208;17,758703;0,000495;;-0,004993;0,005488;0,010481
1364;17,758703;;17,758703;17,764191;0,005488;;0,005488;0;-0,005488
1365;17,764191;;17,764191;17,764191;0;;-0,002071;0,002071;0,004142
1366;17,764191;;17,764191;17,766262;0,002071;;-0,013035;0,015106;0,028141
1367;17,766262;;17,766262;17,781368;0,015106;;0,015106;0;-0,015106
1368;17,781368;;17,781368;17,781368;0;;0;0;0
1369;17,781368;;17,781368;17,781368;0;;0;0;0
1370;17,781368;;17,781368;17,781368;0;;-0,002183;0,002183;0,004366
1371;17,781368;;17,781368;17,783551;0,002183;;-0,001401;0,003584;0,004985
1372;17,783551;;17,783551;17,787135;0,003584;;-0,006433;0,010017;0,01645
1373;17,787135;;17,787135;17,797152;0,010017;;0,009476;0,000541;-0,008935
1374;17,797152;;17,797152;17,797693;0,000541;;0,000541;0;-0,000541
1375;17,797693;;17,797693;17,797693;0;;0;0;0
1376;17,797693;;17,797693;17,797693;0;;0;0;0
1377;17,797693;;17,797693;17,797693;0;;0;0;0
1378;17,797693;;17,797693;17,797693;0;;0;0;0
1379;17,797693;;17,797693;17,797693;0;;0;0;0
1380;17,797693;;17,797693;17,797693;0;;0;0;0
1381;17,797693;;17,797693;17,797693;0;;0;0;0
1382;17,797693;;17,797693;17,797693;0;;0;0;0
1383;17,797693;;17,797693;17,797693;0;;-0,000697;0,000697;0,001394
1384;17,797693;;17,797693;17,798390;0,000697;;-0,03006;0,030757;0,060817
1385;17,798390;;17,798390;17,829147;0,030757;;0,030757;0;-0,030757
1386;17,829147;;17,829147;17,829147;0;;0;0;0
1387;17,829147;;17,829147;17,829147;0;;0;0;0
1388;17,829147;;17,829147;17,829147;0;;0;0;0
1389;17,829147;;17,829147;17,829147;0;;0;0;0
1390;17,829147;;17,829147;17,829147;0;;0;0;0
1391;17,829147;;17,829147;17,829147;0;;0;0;0
1392;17,829147;;17,829147;17,829147;0;;0;0;0
1393;17,829147;;17,829147;17,829147;0;;0;0;0
1394;17,829147;;17,829147;17,829147;0;;0;0;0
1395;17,829147;;17,829147;17,829147;0;;0;0;0
1396;17,829147;;17,829147;17,829147;0;;-0,000663;0,000663;0,001326
1397;17,829147;;17,829147;17,829810;0,000663;;-0,012827;0,01349;0,026317
1398;17,829810;;17,829810;17,843300;0,01349;;0,012677;0,000813;-0,011864
1399;17,843300;;17,843300;17,844113;0,000813;;0,000813;0;-0,000813
1400;17,844113;;17,844113;17,844113;0;;0;0;0
1401;17,844113;;17,844113;17,844113;0;;0;0;0
1402;17,844113;;17,844113;17,844113;0;;0;0;0
1403;17,844113;;17,844113;17,844113;0;;-0,004463;0,004463;0,008926
1404;17,844113;;17,844113;17,848576;0,004463;;0,004463;0;-0,004463
1405;17,848576;;17,848576;17,848576;0;;0;0;0
1406;17,848576;;17,848576;17,848576;0;;-0,009461;0,009461;0,018922
1407;17,848576;;17,848576;17,858037;0,009461;;-0,013863;0,023324;0,037187
1408;17,858037;;17,858037;17,881361;0,023324;;0,023324;0;-0,023324
1409;17,881361;;17,881361;17,881361;0;;0;0;0
1410;17,881361;;17,881361;17,881361;0;;0;0;0
1411;17,881361;;17,881361;17,881361;0;;0;0;0
1412;17,881361;;17,881361;17,881361;0;;0;0;0
1413;17,881361;;17,881361;17,881361;0;;0;0;0
1414;17,881361;;17,881361;17,881361;0;;0;0;0
1415;17,881361;;17,881361;17,881361;0;;0;0;0
1416;17,881361;;17,881361;17,881361;0;;0;0;0
1417;17,881361;;17,881361;17,881361;0;;0;0;0
1418;17,881361;;17,881361;17,881361;0;;-0,00056;0,00056;0,00112
1419;17,881361;;17,881361;17,881921;0,00056;;-0,000954;0,001514;0,002468
1420;17,881921;;17,881921;17,883435;0,001514;;0,001514;0;-0,001514
1421;17,883435;;17,883435;17,883435;0;;0;0;0
1422;17,883435;;17,883435;17,883435;0;;-0,007428;0,007428;0,014856
1423;17,883435;;17,883435;17,890863;0,007428;;0,007428;0;-0,007428
1424;17,890863;;17,890863;17,890863;0;;0;0;0
1425;17,890863;;17,890863;17,890863;0;;0;0;0
1426;17,890863;;17,890863;17,890863;0;;-0,000543;0,000543;0,001086
1427;17,890863;;17,890863;17,891406;0,000543;;-0,005763;0,006306;0,012069
1428;17,891406;;17,891406;17,897712;0,006306;;0,006306;0;-0,006306
1429;17,897712;;17,897712;17,897712;0;;-0,000621;0,000621;0,001242
1430;17,897712;;17,897712;17,898333;0,000621;;-0,00139;0,002011;0,003401
1431;17,898333;;17,898333;17,900344;0,002011;;0,002011;0;-0,002011
1432;17,900344;;17,900344;17,900344;0;;0;0;0
1433;17,900344;;17,900344;17,900344;0;;0;0;0
1434;17,900344;;17,900344;17,900344;0;;-0,006768;0,006768;0,013536
1435;17,900344;;17,900344;17,907112;0,006768;;0,006768;0;-0,006768
1436;17,907112;;17,907112;17,907112;0;;-0,000371;0,000371;0,000742
1437;17,907112;;17,907112;17,907483;0,000371;;-0,000997;0,001368;0,002365
1438;17,907483;;17,907483;17,908851;0,001368;;0,001368;0;-0,001368
1439;17,908851;;17,908851;17,908851;0;;-0,010898;0,010898;0,021796
1440;17,908851;;17,908851;17,919749;0,010898;;-0,003226;0,014124;0,01735
1441;17,919749;;17,919749;17,933873;0,014124;;0,014124;0;-0,014124
1442;17,933873;;17,933873;17,933873;0;;0;0;0
1443;17,933873;;17,933873;17,933873;0;;0;0;0
1444;17,933873;;17,933873;17,933873;0;;0;0;0
1445;17,933873;;17,933873;17,933873;0;;0;0;0
1446;17,933873;;17,933873;17,933873;0;;0;0;0
1447;17,933873;;17,933873;17,933873;0;;0;0;0
1448;17,933873;;17,933873;17,933873;0;;-0,010005;0,010005;0,02001
1449;17,933873;;17,933873;17,943878;0,010005;;0,010005;0;-0,010005
1450;17,943878;;17,943878;17,943878;0;;0;0;0
1451;17,943878;;17,943878;17,943878;0;;0;0;0
1452;17,943878;;17,943878;17,943878;0;;0;0;0
1453;17,943878;;17,943878;17,943878;0;;-0,000457;0,000457;0,000914
1454;17,943878;;17,943878;17,944335;0,000457;;-0,00523;0,005687;0,010917
1455;17,944335;;17,944335;17,950022;0,005687;;0,005687;0;-0,005687
1456;17,950022;;17,950022;17,950022;0;;0;0;0
1457;17,950022;;17,950022;17,950022;0;;-0,001092;0,001092;0,002184
1458;17,950022;;17,950022;17,951114;0,001092;;-0,000825;0,001917;0,002742
1459;17,951114;;17,951114;17,953031;0,001917;;0,001917;0;-0,001917
1460;17,953031;;17,953031;17,953031;0;;0;0;0
1461;17,953031;;17,953031;17,953031;0;;0;0;0
1462;17,953031;;17,953031;17,953031;0;;-0,012264;0,012264;0,024528
1463;17,953031;;17,953031;17,965295;0,012264;;-0,008886;0,02115;0,030036
1464;17,965295;;17,965295;17,986445;0,02115;;0,02115;0;-0,02115
1465;17,986445;;17,986445;17,986445;0;;0;0;0
1466;17,986445;;17,986445;17,986445;0;;0;0;0
1467;17,986445;;17,986445;17,986445;0;;0;0;0
1468;17,986445;;17,986445;17,986445;0;;0;0;0
1469;17,986445;;17,986445;17,986445;0;;0;0;0
1470;17,986445;;17,986445;17,986445;0;;0;0;0
1471;17,986445;;17,986445;17,986445;0;;0;0;0
1472;17,986445;;17,986445;17,986445;0;;-0,001047;0,001047;0,002094
1473;17,986445;;17,986445;17,987492;0,001047;;-0,0009;0,001947;0,002847
1474;17,987492;;17,987492;17,989439;0,001947;;0,001947;0;-0,001947
1475;17,989439;;17,989439;17,989439;0;;-0,002798;0,002798;0,005596
1476;17,989439;;17,989439;17,992237;0,002798;;-0,002238;0,005036;0,007274
1477;17,992237;;17,992237;17,997273;0,005036;;0,005036;0;-0,005036
1478;17,997273;;17,997273;17,997273;0;;0;0;0
1479;17,997273;;17,997273;17,997273;0;;-0,000421;0,000421;0,000842
1480;17,997273;;17,997273;17,997694;0,000421;;-0,001834;0,002255;0,004089
1481;17,997694;;17,997694;17,999949;0,002255;;-0,009939;0,012194;0,022133
1482;17,999949;;17,999949;18,012143;0,012194;;-0,012725;0,024919;0,037644
1483;18,012143;;18,012143;18,037062;0,024919;;0,024919;0;-0,024919
1484;18,037062;;18,037062;18,037062;0;;0;0;0
1485;18,037062;;18,037062;18,037062;0;;0;0;0
1486;18,037062;;18,037062;18,037062;0;;0;0;0
1487;18,037062;;18,037062;18,037062;0;;0;0;0
1488;18,037062;;18,037062;18,037062;0;;0;0;0
1489;18,037062;;18,037062;18,037062;0;;0;0;0
1490;18,037062;;18,037062;18,037062;0;;0;0;0
1491;18,037062;;18,037062;18,037062;0;;0;0;0
1492;18,037062;;18,037062;18,037062;0;;0;0;0
1493;18,037062;;18,037062;18,037062;0;;0;0;0
1494;18,037062;;18,037062;18,037062;0;;0;0;0
1495;18,037062;;18,037062;18,037062;0;;0;0;0
1496;18,037062;;18,037062;18,037062;0;;-0,000692;0,000692;0,001384
1497;18,037062;;18,037062;18,037754;0,000692;;-0,001201;0,001893;0,003094
1498;18,037754;;18,037754;18,039647;0,001893;;0,001893;0;-0,001893
1499;18,039647;;18,039647;18,039647;0;;0;0;0
1500;18,039647;;18,039647;18,039647;0;;0;0;0
1501;18,039647;;18,039647;18,039647;0;;0;0;0
1502;18,039647;;18,039647;18,039647;0;;-0,00373;0,00373;0,00746
1503;18,039647;;18,039647;18,043377;0,00373;;-0,007337;0,011067;0,018404
1504;18,043377;;18,043377;18,054444;0,011067;;0,011067;0;-0,011067
1505;18,054444;;18,054444;18,054444;0;;0;0;0
1506;18,054444;;18,054444;18,054444;0;;-0,000442;0,000442;0,000884
1507;18,054444;;18,054444;18,054886;0,000442;;-0,00359;0,004032;0,007622
1508;18,054886;;18,054886;18,058918;0,004032;;-0,012136;0,016168;0,028304
1509;18,058918;;18,058918;18,075086;0,016168;;0,004105;0,012063;0,007958
1510;18,075086;;18,075086;18,087149;0,012063;;0,012063;0;-0,012063
1511;18,087149;;18,087149;18,087149;0;;0;0;0
1512;18,087149;;18,087149;18,087149;0;;0;0;0
1513;18,087149;;18,087149;18,087149;0;;0;0;0
1514;18,087149;;18,087149;18,087149;0;;0;0;0
1515;18,087149;;18,087149;18,087149;0;;0;0;0
1516;18,087149;;18,087149;18,087149;0;;0;0;0
1517;18,087149;;18,087149;18,087149;0;;0;0;0
1518;18,087149;;18,087149;18,087149;0;;0;0;0
1519;18,087149;;18,087149;18,087149;0;;0;0;0
1520;18,087149;;18,087149;18,087149;0;;0;0;0
1521;18,087149;;18,087149;18,087149;0;;0;0;0
1522;18,087149;;18,087149;18,087149;0;;-0,000641;0,000641;0,001282
1523;18,087149;;18,087149;18,087790;0,000641;;-0,002424;0,003065;0,005489
1524;18,087790;;18,087790;18,090855;0,003065;;0,003065;0;-0,003065
1525;18,090855;;18,090855;18,090855;0;;0;0;0
1526;18,090855;;18,090855;18,090855;0;;0;0;0
1527;18,090855;;18,090855;18,090855;0;;0;0;0
1528;18,090855;;18,090855;18,090855;0;;-0,012994;0,012994;0,025988
1529;18,090855;;18,090855;18,103849;0,012994;;0,012994;0;-0,012994
1530;18,103849;;18,103849;18,103849;0;;-0,000442;0,000442;0,000884
1531;18,103849;;18,103849;18,104291;0,000442;;-0,012691;0,013133;0,025824
1532;18,104291;;18,104291;18,117424;0,013133;;0,013133;0;-0,013133
1533;18,117424;;18,117424;18,117424;0;;0;0;0
1534;18,117424;;18,117424;18,117424;0;;-0,000558;0,000558;0,001116
1535;18,117424;;18,117424;18,117982;0,000558;;-0,018619;0,019177;0,037796
1536;18,117982;;18,117982;18,137159;0,019177;;0,011522;0,007655;-0,003867
1537;18,137159;;18,137159;18,144814;0,007655;;0,007655;0;-0,007655
1538;18,144814;;18,144814;18,144814;0;;0;0;0
1539;18,144814;;18,144814;18,144814;0;;0;0;0
1540;18,144814;;18,144814;18,144814;0;;0;0;0
1541;18,144814;;18,144814;18,144814;0;;0;0;0
1542;18,144814;;18,144814;18,144814;0;;0;0;0
1543;18,144814;;18,144814;18,144814;0;;0;0;0
1544;18,144814;;18,144814;18,144814;0;;0;0;0
1545;18,144814;;18,144814;18,144814;0;;0;0;0
1546;18,144814;;18,144814;18,144814;0;;0;0;0
1547;18,144814;;18,144814;18,144814;0;;-0,000727;0,000727;0,001454
1548;18,144814;;18,144814;18,145541;0,000727;;-0,002579;0,003306;0,005885
1549;18,145541;;18,145541;18,148847;0,003306;;0,003306;0;-0,003306
1550;18,148847;;18,148847;18,148847;0;;0;0;0
1551;18,148847;;18,148847;18,148847;0;;0;0;0
1552;18,148847;;18,148847;18,148847;0;;0;0;0
1553;18,148847;;18,148847;18,148847;0;;0;0;0
1554;18,148847;;18,148847;18,148847;0;;0;0;0
1555;18,148847;;18,148847;18,148847;0;;0;0;0
1556;18,148847;;18,148847;18,148847;0;;0;0;0
1557;18,148847;;18,148847;18,148847;0;;0;0;0
1558;18,148847;;18,148847;18,148847;0;;0;0;0
1559;18,148847;;18,148847;18,148847;0;;0;0;0
1560;18,148847;;18,148847;18,148847;0;;-0,000626;0,000626;0,001252
1561;18,148847;;18,148847;18,149473;0,000626;;-0,005567;0,006193;0,01176
1562;18,149473;;18,149473;18,155666;0,006193;;0,006193;0;-0,006193
1563;18,155666;;18,155666;18,155666;0;;0;0;0
1564;18,155666;;18,155666;18,155666;0;;0;0;0
1565;18,155666;;18,155666;18,155666;0;;0;0;0
1566;18,155666;;18,155666;18,155666;0;;0;0;0
1567;18,155666;;18,155666;18,155666;0;;-0,000585;0,000585;0,00117
1568;18,155666;;18,155666;18,156251;0,000585;;-0,006491;0,007076;0,013567
1569;18,156251;;18,156251;18,163327;0,007076;;0,007076;0;-0,007076
1570;18,163327;;18,163327;18,163327;0;;-0,000401;0,000401;0,000802
1571;18,163327;;18,163327;18,163728;0,000401;;-0,020864;0,021265;0,042129
1572;18,163728;;18,163728;18,184993;0,021265;;0,01551;0,005755;-0,009755
1573;18,184993;;18,184993;18,190748;0,005755;;0,005755;0;-0,005755
1574;18,190748;;18,190748;18,190748;0;;0;0;0
1575;18,190748;;18,190748;18,190748;0;;0;0;0
1576;18,190748;;18,190748;18,190748;0;;0;0;0
1577;18,190748;;18,190748;18,190748;0;;0;0;0
1578;18,190748;;18,190748;18,190748;0;;0;0;0
1579;18,190748;;18,190748;18,190748;0;;0;0;0
1580;18,190748;;18,190748;18,190748;0;;0;0;0
1581;18,190748;;18,190748;18,190748;0;;0;0;0
1582;18,190748;;18,190748;18,190748;0;;-0,000686;0,000686;0,001372
1583;18,190748;;18,190748;18,191434;0,000686;;-0,013281;0,013967;0,027248
1584;18,191434;;18,191434;18,205401;0,013967;;0,011419;0,002548;-0,008871
1585;18,205401;;18,205401;18,207949;0,002548;;0,002548;0;-0,002548
1586;18,207949;;18,207949;18,207949;0;;-0,002576;0,002576;0,005152
1587;18,207949;;18,207949;18,210525;0,002576;;0,002576;0;-0,002576
1588;18,210525;;18,210525;18,210525;0;;0;0;0
1589;18,210525;;18,210525;18,210525;0;;-0,002806;0,002806;0,005612
1590;18,210525;;18,210525;18,213331;0,002806;;0,002471;0,000335;0
1591;18,213331;;18,213331;18,213666;0,000335;;-0,003007;0,003342;0,006349
1592;18,213666;;18,213666;18,217008;0,003342;;-0,009461;0,012803;0,022264
1593;18,217008;;18,217008;18,229811;0,012803;;0,002015;0,010788;0,008773
1594;18,229811;;18,229811;18,240599;0,010788;;0,010788;0;-0,010788
1595;18,240599;;18,240599;18,240599;0;;0;0;0
1596;18,240599;;18,240599;18,240599;0;;0;0;0
1597;18,240599;;18,240599;18,240599;0;;0;0;0
1598;18,240599;;18,240599;18,240599;0;;0;0;0
1599;18,240599;;18,240599;18,240599;0;;0;0;0
1600;18,240599;;18,240599;18,240599;0;;0;0;0
1601;18,240599;;18,240599;18,240599;0;;0;0;0
1602;18,240599;;18,240599;18,240599;0;;0;0;0
1603;18,240599;;18,240599;18,240599;0;;0;0;0
1604;18,240599;;18,240599;18,240599;0;;-0,000592;0,000592;0,001184
1605;18,240599;;18,240599;18,241191;0,000592;;-0,002864;0,003456;0,00632
1606;18,241191;;18,241191;18,244647;0,003456;;0,001038;0,002418;0,00138
1607;18,244647;;18,244647;18,247065;0,002418;;0,001459;0,000959;-0,0005
1608;18,247065;;18,247065;18,248024;0,000959;;-0,007311;0,00827;0,015581
1609;18,248024;;18,248024;18,256294;0,00827;;0,00827;0;-0,00827
1610;18,256294;;18,256294;18,256294;0;;-0,000443;0,000443;0,000886
1611;18,256294;;18,256294;18,256737;0,000443;;-0,005363;0,005806;0,011169
1612;18,256737;;18,256737;18,262543;0,005806;;0,005806;0;-0,005806
1613;18,262543;;18,262543;18,262543;0;;0;0;0
1614;18,262543;;18,262543;18,262543;0;;0;0;0
1615;18,262543;;18,262543;18,262543;0;;0;0;0
1616;18,262543;;18,262543;18,262543;0;;-0,014375;0,014375;0,02875
1617;18,262543;;18,262543;18,276918;0,014375;;0,000801;0,013574;0,012773
1618;18,276918;;18,276918;18,290492;0,013574;;-0,276157;0,289731;0,565888
1619;18,290492;;18,290492;18,580223;0,289731;;;;
1620;18,580223;;;;;;;;
;;;;;;;;;
;;;;Total Delay ;18,580223;;;Total Jitter;18,829006
;;;;Rata-rata Delay;0,011469273;;;Rata-rata Jitter;0,011622843
